prospect_id,business_name,website,vertical,market,site_quality_score,site_quality_band,confidence,opportunity_score,verdict,offer,tier_reached,next_action
osm:way/670360364,Main Street Financial Partners,https://www.mainstreetfinancialpartners.com/,insurance,PHL,71,unconfirmed,0.91,42,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/670365452,American Dental Solutions,https://americandentalsolutions.net/,dentist,PHL,70,unconfirmed,0.91,51,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/693116864,Ringpfeil Advanced Dermatology,https://www.ringpfeildermatology.com/,doctor,PHL,70,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/759043887,Chestnut Hill Animal Hospital,http://chestnuthillvet.com/,veterinary,PHL,32,decayed,0.91,74,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:way/761851590,County Line Veterinary Hospital,https://www.warminsterhorshamvet.com/,veterinary,PHL,33,decayed,0.91,74,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:way/762514558,Horsham Dental Care,https://www.horshamdentalcare.com/,dentist,PHL,68,dated,0.91,52,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/878780808,Eye Consultants of Pennsylvania,https://www.eyeconsultantsofpa.com/locations/pottstown-office,optometrist,PHL,62,dated,0.91,40,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/905188531,Harleysville Veterinary Hospital,https://www.harleysvillevet.com/,veterinary,PHL,59,dated,0.91,57,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/914008915,For Eyes,https://locations.foreyes.com/pa/plymouth-meeting/459-west-germantown-pike.html,optician,PHL,64,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/918925962,Hickory Veterinary Hospital,https://www.hickoryvet.com/,veterinary,PHL,69,dated,0.91,51,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1034593522,Salter's Fireplace & Outdoor Living,https://saltersfireplace.com/,fireplace,PHL,33,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:way/1066813152,ACCU Staffing Services,https://accustaffing.com/job-center/lansdale-pa/,employment-agency,PHL,73,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/1104516003,Avalon Flooring,https://www.avalonflooring.com/a/store-locator/king-of-prussia-pa.html,flooring,PHL,68,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1127839514,Martins Mill Legal Center LLC,https://martinsmilllegal.net/,lawyer,PHL,49,decayed,0.91,48,nurture,low-cost touch only,0,Bad site but opportunity 48 < build floor 55 — not worth a build slot
osm:way/1153025731,Eagle Pool & Spa,https://eaglepoolspa.com/,swimming-pool,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1279538559,"Comprehensive Chiropractic & Rehab, Inc.",https://drmikecheng.com/,alternative,PHL,70,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/1287274987,Lewis Paint & Wallcovering,https://www.lewispaintstore.com/,paint,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:way/1287796240,Luke Miller – Moments Real Estate,https://www.moments.realestate/about/Luke-Miller,estate-agent,PHL,50,dated,0.91,48,nurture,low-cost touch only,0,Bad site but opportunity 48 < build floor 55 — not worth a build slot
osm:way/1321852057,Herb Real Estate,https://www.herbrealestate.com/,estate-agent,PHL,66,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1322594591,"The Accounting Offices of John H. Griesemer, Jr.",http://www.griesemerjrpa.com/,accountant,PHL,45,decayed,0.26,51,enrich,undecided,0,Confidence 26% is too low to route. Run the Tier 1 rendered audit.
osm:way/1375429057,Primex Garden Center,https://primexgardencenter.com/,garden-centre,PHL,74,unconfirmed,0.91,32,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/1509359122,"J-Pro, Inc.",https://www.j-propools.com/,swimming-pool,PHL,35,decayed,0.91,57,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/3834784521,VerifyProtect.com,https://www.verifyprotect.com/,employment-agency,PHL,58,dated,0.91,43,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/3942871056,Fletcher Masonry,http://fletchermasonry.biz/,stonemason,PHL,0,broken,1,78,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/4067114708,Wm. Henderson Plumbing & Heating Inc.,https://www.wmhendersoninc.com/,hvac,PHL,72,unconfirmed,0.91,49,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/4625372291,P & C Insurance Agency LLC,http://www.pandcinsuranceagency.com/,insurance,PHL,0,broken,1,85,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/4788773566,Jonathan Stone D.M.D,https://drstonedentistry.com/,dentist,PHL,61,dated,0.91,57,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/5124262237,GO2Tech,https://www.go2tech.com/,it,PHL,33,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/5695046776,Arthur G. Girton,https://agirtonlaw.com/,lawyer,PHL,46,decayed,0.91,51,nurture,low-cost touch only,0,Bad site but opportunity 51 < build floor 55 — not worth a build slot
osm:node/5837827406,Anthony Gueriera Jr. Insurance Agency LLC,http://broomallinsuranceagency.com/,insurance,PHL,0,broken,1,85,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/5863384601,Electric Direct,https://www.electric-direct.net/,electrician,PHL,40,decayed,0.91,69,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/6141795312,Ashley Hunter's Tags & Insurance,https://www.ashleyhunterstags-ins.com/,insurance,PHL,,ungraded,0.16,60,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/6434424299,Springfield Family Chiropractic,https://www.drgarymiller.com/,alternative,PHL,71,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/6725948941,Moore Brothers Construction,http://moorebrosconstruction.com/,paver,PHL,0,broken,1,78,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/6879958011,Aston Veterinary Hospital,https://www.astonvet.com/,veterinary,PHL,71,unconfirmed,0.91,38,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/7179300349,Full Range Physical Therapy,https://fullrangehealth.org/drexel-hill/,physiotherapist,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/8210326055,State Line Chiropractic Center,https://www.statelinechirocenter.com/,alternative,PHL,33,decayed,0.91,43,nurture,low-cost touch only,0,Bad site but opportunity 43 < build floor 55 — not worth a build slot
osm:node/8805243146,"Walsh Brothers Plumbing and Mechanical Services, Inc.",https://www.walshbrothersinc.com/,hvac,PHL,67,dated,0.91,52,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/8922839736,"Field 1 Post, LLC",https://www.field1post.com/,advertising-agency,PHL,25,broken,0.91,63,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/9409529096,HaverCrown Dental,https://www.havercrowndental.com/,dentist,PHL,23,broken,0.91,80,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/9717453617,G W McLaughlin Plumbing & Heating,https://gwmclaughlinplumbingpa.com/,plumber,PHL,60,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/10196794674,Heiler Painting,https://www.heilerpainting.com/,painter,PHL,73,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/10248534703,Silverback Strategies,https://www.silverbackstrategies.com/philadelphia-digital-marketing-agency/,advertising-agency,PHL,70,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/10873303792,Glen Eagle Pediatric Dentistry,https://gleneaglepediatricdentistry.com/,dentist,PHL,33,decayed,0.91,74,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/10951316921,Any Lab Test Now!,https://www.anylabtestnow.com/springfield-19064/,clinic,PHL,72,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/11217430516,Glen Mills Dental,https://glenmillsdental.com/,dentist,PHL,71,unconfirmed,0.91,51,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/11252678115,A Plus Family Drain Cleaning,https://aplusfamilydraincleaning.com/,plumber,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/11305260907,Crown Flooring Co.,https://www.crownflooringco.com/,flooring,PHL,66,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/11367377602,Len the Plumber,https://lentheplumber.com/pennsylvania-delaware,plumber,PHL,67,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/11963635843,Chester County Carpet & Flooring,https://chestercountycarpetandflooring.com/,floorer,PHL,70,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/12001569209,Plant Roots,https://www.plantrootslocal.com/,garden-centre,PHL,27,broken,0.36,62,enrich,undecided,0,Confidence 36% is too low to route. Run the Tier 1 rendered audit.
osm:node/12615994449,JAB Exteriors,https://www.jabexteriors.com/,roofer,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/13065062533,Pool Care Specialists,https://poolcarespec.com/,swimming-pool,PHL,48,decayed,0.91,49,nurture,low-cost touch only,0,Bad site but opportunity 49 < build floor 55 — not worth a build slot
osm:node/13118485040,Chadds Ford Fireside Shop,https://chaddsfordfiresideshop.com/,fireplace,PHL,71,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/13419428507,Mr. Mulch,https://www.mrmulchpa.com/,garden-centre,PHL,70,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/13692278297,Impriano Roofing & Siding,https://www.impriano.com/,roofer,PHL,65,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/13775400939,Kirkpatrick Nurseries,https://www.kirkpatricknurseries.com/,garden-centre,PHL,27,broken,0.36,62,enrich,undecided,0,Confidence 36% is too low to route. Run the Tier 1 rendered audit.
osm:node/13794032167,MVP Plumbing,https://callmvpplumbing.com/,plumber,PHL,72,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/259539011,Mostardi's Nursery & Greenhouse,https://mostardi.com/,garden-centre,PHL,63,dated,0.91,40,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/576912529,Ogden Supply Company,https://www.ogdensupply.com/,doityourself,PHL,24,broken,0.36,63,enrich,undecided,0,Confidence 36% is too low to route. Run the Tier 1 rendered audit.
osm:way/693116859,"Petersen Kitchens, Inc.",http://www.petersenkitchens.com/,kitchen,PHL,46,decayed,0.91,51,nurture,low-cost touch only,0,Bad site but opportunity 51 < build floor 55 — not worth a build slot
osm:way/771938279,Ricciardi Brothers Paint Shop,https://ricciardibrothers.com/pages/media,paint,PHL,68,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1387674161,"Boyle Energy - Heating, Air Conditioning, Oil & Propane",https://boylebrothersenergy.com/,hvac,PHL,49,decayed,0.91,63,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:way/1394862912,"marvin e. kanze, inc.",https://www.marvinekanze.com/,hvac,PHL,61,dated,0.91,57,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1465425533,Delfera Heating & Cooling Company,https://delfera.com/,hvac,PHL,72,unconfirmed,0.91,49,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/2807561480,Anthony & Sylvan Pool Supplies,https://anthonysylvan.com/locations/doylestown-pa/,swimming-pool,PHL,70,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/4588642700,Accurate Temperature,https://accuratetemperatures.com/,hvac,PHL,45,decayed,0.91,66,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/6092024326,Ames Taping Tools,https://amestools.com/location/amestoolswarminster/,trade,PHL,44,decayed,0.91,51,nurture,low-cost touch only,0,Bad site but opportunity 51 < build floor 55 — not worth a build slot
osm:node/7316192930,Hannabery South,https://www.hannabery.com/,hvac,PHL,67,dated,0.91,52,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7316193098,Lapp Structures,https://www.lappstructures.com/about/locations/quakertown-location/,hardware,PHL,73,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/10156439116,C&C Super Seal,https://www.candcsuperseal.com/,paver,PHL,33,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/11350174545,A & J Custom Painting,https://ajcostumpainting.com/,painter,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/11780020665,Fortified Roofing,https://www.fortifiedroofing.com/bucks/levittown/,roofer,PHL,75,unconfirmed,0.91,32,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/11809208552,Apex Roofing and Sheet Metal,https://apexroofexperts.net/,roofer,PHL,63,dated,0.91,40,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/12670249402,The Living Earth,https://www.livingearthnewhope.com/,garden-centre,PHL,67,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/12817806378,"Cooper Mechanical, Inc.",https://coopermech.com/,hvac,PHL,72,unconfirmed,0.91,49,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/13154614343,Alpine Painting and Restoration Services,https://www.alpinepaintingandrestoration.com/,painter,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/13652942219,Allied Roofing Solutions,https://www.alliedroofingsolutions.com/pa,roofer,PHL,73,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/502979404,Ambler Industries,https://helloambler.com/,gardener,PHL,72,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/694939684,CertaPro Painters,https://central-lower-bucks.certapro.com/,painter,PHL,67,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/698815071,Chris Orser Landscaping,https://www.chrisorserlandscaping.com/index.html,gardener,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:way/711141679,The Lawn Depot,https://lawndepotinc.com/,garden-centre,PHL,64,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1024002652,Morton Electric Pool & Spa Specialists,http://mortonelectric.net/,plumber,PHL,0,broken,1,78,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:way/1024098507,Wood Heat,https://woodheat.com/,fireplace,PHL,67,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1279231028,Property Handy Pro LLC,https://propertyhandypro.com/,plumber,PHL,67,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1301205659,Bluestone Gardens,https://www.bluestonegardens.com/,garden-centre,PHL,61,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1369214588,Thomas & Boyds Inc.,https://www.thomasandboyds.com/,flooring,PHL,59,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1472552683,Alderfer Glass Company,https://alderferglass.com/,glaziery,PHL,64,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1472552685,Mark J. Fisher Roofing,https://fisherroofing.biz/,roofer,PHL,59,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/1203379438,Ward B. Burnside & Co.,https://www.burnsideplumbing.com/,hvac,PHL,66,dated,0.91,54,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/6129309261,Sharp Stream Power Washing & Painting,https://www.sharpstreampowerwashing.com/,painter,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/6399473876,Market Street Hardware & General Store,https://www.marketstreethardware.com/,hardware,PHL,54,dated,0.91,45,nurture,low-cost touch only,0,Bad site but opportunity 45 < build floor 55 — not worth a build slot
osm:node/6444023512,Jacuzzi Hot Tubs of Exton,https://jacuzzihottubsofsepa.com/location/exton-showroom/,swimming-pool,PHL,52,dated,0.91,46,nurture,low-cost touch only,0,Bad site but opportunity 46 < build floor 55 — not worth a build slot
osm:node/6499537849,Southampton Hot Tub,https://southamptonhottub.com/,swimming-pool,PHL,33,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/6985919118,Cochranville Lawn Services,https://cochranvillelawn.com/,gardener,PHL,61,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/8175135459,Lomax Carpet & Tile Mart,https://shop.carpetmart.com/lomax-carpetmart-pottstown,flooring,PHL,71,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/8928461088,Flat Roof Solutions,https://getflatroofing.com/,roofer,PHL,70,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/9604694562,California Pools - Philadelphia,https://californiapools.com/locations/philadelphia,swimming-pool,PHL,64,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/9739303646,Pipe Xpress Inc,https://pipexpressinc.com/,hardware,PHL,33,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/9763662250,MacLaren Kitchen and Bath,https://maclarenfab.com/,hardware,PHL,33,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/9848619275,Auger Manufacturing Specialists,http://augermfgspec.com/,metal-construction,PHL,36,decayed,0.91,72,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/9892413340,J&L building materials,https://www.jlbuilding.com/,trade,PHL,71,unconfirmed,0.91,27,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/10732776189,Mondo Contract Flooring,https://mondocontractflooring.com/,flooring,PHL,65,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/10749513069,Greenleaf Turf Solutions,https://www.greenleafturfsolutions.com/,gardener,PHL,57,dated,0.91,43,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/10749513075,"Davidson Fabricating, Inc.",https://davidsonfab.com/,metal-construction,PHL,33,decayed,0.91,74,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/10749513076,Luxury Home Improvements,https://www.westchesterflooringshowroom.com/,flooring,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/10749513079,Philadelphia Garage,https://www.philadelphiagarage.com/,floorer,PHL,33,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/10970462330,E&I The Exterior Remodeling Company,https://www.ei-contracting.com/,builder,PHL,65,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/11147154564,Honey Brook Hardware,https://honeybrookhardware.com/,hardware,PHL,66,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/11999899508,APR Supply Company,https://www.aprsupply.com/Malvern,trade,PHL,35,decayed,0.91,57,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/12018193852,Blue Haven Pools & Spas,https://www.bluehaven.com/pennsylvania-swimming-pool-builder/,swimming-pool,PHL,72,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/12018193855,Spring Dance Hot Tubs,https://springdancehottubs.com/locations/exton-pa-chester-county/,swimming-pool,PHL,70,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/12075515296,A1 Mulch,https://www.a1mulch.com/,garden-centre,PHL,64,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/12137732987,Gardner's,https://www.glnursery.com/,garden-centre,PHL,60,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/12168244934,Lilly Pool & Spa Service,https://lillypools.com/,swimming-pool,PHL,62,dated,0.91,40,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/12172089802,Dream Team,https://dreamteampa.com/,hvac,PHL,33,decayed,0.91,74,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/12371678335,Service Wholesale Incorporated,http://www.s-w-i.com/,trade,PHL,46,decayed,0.91,51,nurture,low-cost touch only,0,Bad site but opportunity 51 < build floor 55 — not worth a build slot
osm:node/12824235939,Valley View Perennial Growers,https://valleyviewpg.com/,garden-centre,PHL,61,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/12986641017,Elverson Supply,https://elversonsupply.net/,hardware,PHL,33,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/13020387653,Diversified Roofing Co,https://deroof.com/,roofer,PHL,72,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/13042748572,DreamMaker Bath & Kitchen,https://www.dreammaker-remodel.com/chester-county/,kitchen,PHL,33,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/13235605114,Express Kitchen & Bath,https://www.expresskitchensandbath.com/,kitchen,PHL,66,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/13571041983,Deck Craft Plus,https://www.deckcraftplus.com/,builder,PHL,71,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/13571041984,Brandywine Building Supply,https://www.brandywinebuildingsupply.com/,trade,PHL,68,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/13630890446,Gritz Pools & Spas,https://gritzpools.com/,swimming-pool,PHL,67,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/13667820272,Wesley Wood,https://www.serviceexperts.com/philadelphia-pa/,hvac,PHL,74,unconfirmed,0.91,48,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/13898966932,Keyes Water Wells,https://keyesinc.com/,construction-company,PHL,67,dated,0.91,52,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/13898966938,Great Valley Pool Service,https://greatvalleypool.com/,swimming-pool,PHL,64,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/135983508,Apricity Gardens,https://theapricitygardens.com/,garden-centre,PHL,63,dated,0.91,40,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/152669579,AAA Hellenic Marble,https://aaamarble.com/,trade,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/223610550,Rutter Roofing,https://rutterroofing.com/,roofer,PHL,71,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/317869595,The Stove Shop Fireplace Experts,https://fireplaceexperts.com/,fireplace,PHL,72,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
